tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	10492	0	live	SYNCRIP	"GRY-RBP, GRYRBP, HNRNPQ, HNRPQ1, NSAP1, PP68, hnRNP-Q"	synaptotagmin binding cytoplasmic RNA interacting protein	heterogeneous nuclear ribonucleoprotein Q|NS1-associated protein 1|glycine- and tyrosine-rich RNA-binding protein	6q14.3	6	NC_000006.12	85607784	85643870	minus	13	616686
10090	Mus musculus	215999	0	live	Mcu	"2010012O16Rik, C10orf42, Ccdc109a, D130073L02Rik, Gm64"	mitochondrial calcium uniporter	"calcium uniporter protein, mitochondrial|coiled-coil domain containing 109A"	10 29.55 cM	10	NC_000076.7	59282806	59453231	minus	10	
9606	Homo sapiens	22948	0	live	CCT5	"CCT-epsilon, CCTE, HEL-S-69, PNAS-102, TCP-1-epsilon"	chaperonin containing TCP1 subunit 5	"T-complex protein 1 subunit epsilon|chaperonin containing TCP1, subunit 5 (epsilon)|epididymis secretory protein Li 69"	5p15.2	5	NC_000005.10	10249921	10266412	plus	13	610150
7227	Drosophila melanogaster	38218	0	live	drpr	"Dmel_CG2086, BcDNA:GH03529, CED-1, CG18172, CG2086, CT41022, CT6730, DRPR, Dmel\CG2086, Draper, Draper I, Drpr"	draper	draper|CG2086-PA|CG2086-PB|CG2086-PC|CG2086-PD|CG2086-PE|CG2086-PF|drpr-PA|drpr-PB|drpr-PC|drpr-PD|drpr-PE|drpr-PF	3-1.0 cM	3L	NT_037436.4	1715595	1731107	minus	12	
7227	Drosophila melanogaster	32275	0	live	mew	"Dmel_CG1771, CG1771, CT5254, Dmel\CG1771, Integrin alpha PS1, ItgaPS1, Mew, PS1, PS1alpha, PSalpha1, aPS1, alpha integrin, alpha-PS1, alpha1Int, alphaPS1, alpha[[PS1]], l(1)G0429, l(1)G0443"	multiple edematous wings	multiple edematous wings|CG1771-PA|CG1771-PB|CG1771-PC|CG1771-PD|CG1771-PE|CG1771-PF|PS I alpha|PS1 integrin|PS1-Integrin|Position-specific-1 antigen|Position-specific-antigen-1alpha|alpha integrin|alpha-PS1-integrin|alpha1 integrin|alpha1 integrin subunit|alphaPS integrin|alphaPS1|alphaPS1 integrin|alpha[[PS1]] subunit of integrin|integrin|integrin PSII alpha subunit|integrin alpha PS1|integrin alphaPS1|integrin alphaPS1 subunit|mew-PA|mew-PB|mew-PC|mew-PD|mew-PE|mew-PF|multiple edematous wing	1-42 cM	X	NC_004354.4	13214409	13258490	minus	11	
9606	Homo sapiens	11059	0	live	WWP1	"AIP5, Tiul1, hSDRP1"	WW domain containing E3 ubiquitin protein ligase 1	NEDD4-like E3 ubiquitin-protein ligase WWP1|HECT-type E3 ubiquitin transferase WWP1|Nedd-4-like ubiquitin-protein ligase|TGIF-interacting ubiquitin ligase 1|WW domain-containing protein 1|atrophin-1 interacting protein 5	8q21.3	8	NC_000008.11	86342547	86468503	plus	25	602307
10090	Mus musculus	26381	0	live	Esrrg	"ERR3, Errg, NR3B3, mKIAA0832"	estrogen-related receptor gamma	estrogen-related receptor gamma|estrogen receptor-related protein 3|estrogen-related receptor 3|nuclear receptor subfamily 3 group B member 3	1 91.83 cM	1	NC_000067.7	187340707	187947082	plus	19	
9606	Homo sapiens	79147	0	live	FKRP	"FKTR, LGMD2I, LGMDR9, MDC1C, MDDGA5, MDDGB5, MDDGC5"	fukutin related protein	ribitol 5-phosphate transferase FKRP|ribitol-5-phosphate transferase	19q13.32	19	NC_000019.10	46744760	46758575	plus	8	606596
9606	Homo sapiens	23064	0	live	SETX	"ALS4, AOA2, SCAN2, SCAR1, STEX, Sen1, bA479K20.2"	senataxin	probable helicase senataxin|SEN1 homolog|amyotrophic lateral sclerosis 4 protein	9q34.13	9	NC_000009.12	132261356	132356744	minus	33	608465
9606	Homo sapiens	7402	0	live	UTRN	"DMDL, DRP, DRP1"	utrophin	utrophin|dystrophin-related protein 1	6q24.2	6	NC_000006.12	144285335	144853034	plus	76	128240
9606	Homo sapiens	5631	0	live	PRPS1	"ARTS, CMTX5, DFN2, DFNX1, PPRibP, PRS-I, PRSI"	phosphoribosyl pyrophosphate synthetase 1	"ribose-phosphate pyrophosphokinase 1|dJ1070B1.2 (phosphoribosyl pyrophosphate synthetase 1)|deafness 2, perceptive, congenital|deafness, X-linked 2, perceptive, congenital|phosphoribosyl pyrophosphate synthase I|ribose-phosphate diphosphokinase 1"	Xq22.3	X	NC_000023.11	107628510	107651026	plus	7	311850
9606	Homo sapiens	2617	0	live	GARS1	"CMT2D, DSMAV, GARS, GlyRS, HMN5, HMN5A, HMND5, SMAD1, SMAJI"	glycyl-tRNA synthetase 1	"glycine--tRNA ligase|AP-4-A synthetase|Charcot-Marie-Tooth neuropathy 2D|Charcot-Marie-Tooth neuropathy, neuronal type, D|ap4A synthetase|diadenosine tetraphosphate synthetase"	7p14.3	7	NC_000007.14	30594735	30634033	plus	17	600287
10090	Mus musculus	107585	0	live	Dio3		"deiodinase, iodothyronine type III"	thyroxine 5-deiodinase|5DIII|DIOIII|type 3 DI|type III iodothyronine deiodinase|type-III 5'-deiodinase	12 F1	12	NC_000078.7	110245664	110247531	plus	1	
9606	Homo sapiens	118429	0	live	ANTXR2	"CMG-2, CMG2, HFS, ISH, JHF"	ANTXR cell adhesion molecule 2	anthrax toxin receptor 2|capillary morphogenesis gene 2 protein|capillary morphogenesis protein 2	4q21.21	4	NC_000004.12	79901146	80073472	minus	18	608041
7227	Drosophila melanogaster	44013	0	live	sls	"Dmel_CG1915, 0020/01, CG18242, CG18245, CG18857, CG1915, CT41299, D-Titin, D-titin, Dmel\CG1915, KZ, Ket, Kettin, MCP, SLS, Sls, TITIN, Titin, anon-CREST, d-titin, ket, kettin, l(3)62Ca, l(3)Ca, l(3)S002001, l(3)dre8, l(3)j1D7, l(3)rL182, sal, sam/kettin, titin, sls"	sallimus	sallimus|CG1915-PA|CG1915-PD|CG1915-PP|CG1915-PQ|CG1915-PR|CG1915-PS|CG1915-PT|CG1915-PU|CG1915-PV|CG1915-PW|CG1915-PX|CG1915-PY|CG1915-PZ|D-Titin/Kettin|D-titan|D-titin|D-titin-KZ|dtitin|kettin|lethal (3) S002001|lethal(3)62Ca|mitotic chromosomal protein|salimus|sls-PA|sls-PD|sls-PP|sls-PQ|sls-PR|sls-PS|sls-PT|sls-PU|sls-PV|sls-PW|sls-PX|sls-PY|sls-PZ|titin	3-1.5 cM	3L	NT_037436.4	2039681	2115611	minus	42	
9606	Homo sapiens	4534	0	live	MTM1	"CNM, CNMX, MTMX, XLMTM"	myotubularin 1	"myotubularin|phosphatidylinositol-3,5-bisphosphate 3-phosphatase|phosphatidylinositol-3-phosphate phosphatase"	Xq28	X	NC_000023.11	150562653	150673143	plus	19	300415
9606	Homo sapiens	837	0	live	CASP4	"ICE(rel)II, ICEREL-II, ICH-2, Mih1, Mih1/TX, TX"	caspase 4	"caspase-4|CASP-4|ICE and Ced-3 homolog 2|ICE(rel)-II|apoptotic cysteine protease Mih1/TX|caspase 4, apoptosis-related cysteine peptidase|caspase 4, apoptosis-related cysteine protease|protease ICH-2|protease TX"	11q22.3	11	NC_000011.10	104942866	104968574	minus	10	602664
9606	Homo sapiens	1293	0	live	COL6A3	"BTHLM1, BTHLM1C, DYT27, UCMD1, UCMD1C"	collagen type VI alpha 3 chain	"collagen alpha-3(VI) chain|collagen VI, alpha-3 polypeptide|collagen, type VI, alpha 3|epididymis secretory sperm binding protein"	2q37.3	2	NC_000002.12	237324018	237414164	minus	44	120250
9606	Homo sapiens	23345	0	live	SYNE1	"8B, AMC3, AMCM, ARCA1, C6orf98, CPG2, EDMD4, KASH1, MYNE1, Nesp1, SCAR8, dJ45H2.2"	spectrin repeat containing nuclear envelope protein 1	"nesprin-1|CPG2 full length|KASH domain-containing protein 1|enaptin|myocyte nuclear envelope protein 1|nesprin 1|spectrin repeat containing, nuclear envelope 1|synaptic nuclear envelope protein 1|synaptic nuclei expressed gene 1"	6q25.2	6	NC_000006.12	152121687	152637362	minus	153	608441
9606	Homo sapiens	51393	0	live	TRPV2	"VRL, VRL-1, VRL1"	transient receptor potential cation channel subfamily V member 2	transient receptor potential cation channel subfamily V member 2|OTRPC2|osm-9-like TRP channel 2|vanilloid receptor-like protein 1	17p11.2	17	NC_000017.11	16415571	16437003	plus	16	606676
10090	Mus musculus	16404	0	live	Itga7	"[a]7, alpha7"	integrin alpha 7	integrin alpha-7	10 77.2 cM	10	NC_000076.7	128769633	128794155	plus	28	
9606	Homo sapiens	148738	0	live	HJV	"HFE2, HFE2A, JH, RGMC"	hemojuvelin BMP co-receptor	hemojuvelin|RGM domain family member C|haemojuvelin|hemochromatosis type 2 (juvenile)|hemochromatosis type 2 protein|hemojuvelin BMP coreceptor|repulsive guidance molecule c	1q21.1	1	NC_000001.11	146017470	146021735	minus	4	608374
10090	Mus musculus	20397	0	live	Sgpl1	"D10Xrf456, S1PL, Spl"	sphingosine phosphate lyase 1	sphingosine-1-phosphate lyase 1|SP-lyase 1|SPL 1|sphingosine-1-phosphate aldolase	10 32.14 cM	10	NC_000076.7	60934421	60983463	minus	16	
9606	Homo sapiens	2817	0	live	GPC1	glypican	glypican 1	glypican-1|epididymis secretory sperm binding protein|glypican proteoglycan 1	2q37.3	2	NC_000002.12	240435663	240468076	plus	10	600395
9606	Homo sapiens	2673	0	live	GFPT1	"CMS12, CMSTA1, GFA, GFAT, GFAT 1, GFAT1, GFAT1m, GFPTL, MSLG, GFPT1"	glutamine--fructose-6-phosphate transaminase 1	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1|D-fructose-6-phosphate amidotransferase 1|glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1|glutamine:fructose-6-phosphate amidotransferase 1|hexosephosphate aminotransferase 1	2p13.3	2	NC_000002.12	69319780	69387227	minus	21	138292
9606	Homo sapiens	22954	0	live	TRIM32	"BBS11, HT2A, LGMD2H, LGMDR8, TATIP"	tripartite motif containing 32	"E3 ubiquitin-protein ligase TRIM32|72 kDa Tat-interacting protein|RING-type E3 ubiquitin transferase TRIM32|TAT-interactive protein, 72-KD|tripartite motif-containing protein 32|zinc-finger protein HT2A"	9q33.1	9	NC_000009.12	116687305	116701299	plus	4	602290
10090	Mus musculus	22436	0	live	Xdh	"XO, Xor, Xox-1, Xox1"	xanthine dehydrogenase	xanthine dehydrogenase/oxidase|xanthine oxidase|xanthine oxidoreductase	17 45.25 cM	17	NC_000083.7	74190890	74257191	minus	37	
7227	Drosophila melanogaster	36615	0	live	LamC	"Dmel_CG10119, CG10119, DmC, Dmel\CG10119, G-IF, LAMC, lamC, lamin C, pG-IF"	Lamin C	lamin C|CG10119-PA|CG10119-PB|G intermediate filament|LamC-PA|LamC-PB|Lamin-C|LaminC|lamin|lamin A|lamin DmC	2-72 cM	2R	NT_033778.4	14570810	14575771	minus	4	
9606	Homo sapiens	406977	0	live	MIR199A2	"MIR-199-s, MIRN199A2, mir-199a-2"	microRNA 199a-2	hsa-mir-199a-2|miR-199a-3p	1q24.3	1	NC_000001.11	172144535	172144644	minus	1	610720
9606	Homo sapiens	4633	0	live	MYL2	"CMH10, MFM12, MLC-2, MLC-2s/v, MLC-2v, MLC2"	myosin light chain 2	"myosin regulatory light chain 2, ventricular/cardiac muscle isoform|RLC of myosin|S15D myosin regulatory light chain 2|T160D myosin regulatory light chain 2|cardiac myosin light chain 2|cardiac ventricular myosin light chain 2|myosin, light chain 2, regulatory, cardiac, slow|myosin, light polypeptide 2, regulatory, cardiac, slow|regulatory light chain of myosin|slow cardiac myosin regulatory light chain 2|ventricular myosin light chain 2"	12q24.11	12	NC_000012.12	110910845	110921449	minus	8	160781
9606	Homo sapiens	23534	0	live	TNPO3	"IPO12, LGMD1F, LGMDD2, MTR10A, TRN-SR, TRN-SR2, TRNSR"	transportin 3	transportin-3|imp12|importin 12|limb girdle muscular dystrophy 1F (autosomal dominant)|transportin-SR	7q32.1	7	NC_000007.14	128954185	129056193	minus	33	610032
10090	Mus musculus	387244	0	live	Mirlet7a-1	"Let-7a, Mirnlet7a, Mirnlet7a-1, let-7a-1"	microRNA let7a-1	mmu-let-7a-1	13 A5	13	NC_000079.7	48691655	48691748	minus	1	
9606	Homo sapiens	5081	0	live	PAX7	"CMYP19, HUP1, MYOSCOB, RMS2, PAX7"	paired box 7	paired box protein Pax-7|PAX7 transcriptional factor|paired box homeotic gene 7|paired domain gene 7	1p36.13	1	NC_000001.11	18630846	18748866	plus	9	167410
9606	Homo sapiens	4703	0	live	NEB	"AMC6177D, NEM2, NEB"	nebulin	nebulin|nemaline myopathy type 2	2q23.3	2	NC_000002.12	151485339	151734476	minus	183	161650
9606	Homo sapiens	375790	0	live	AGRN	"AGRIN, CMS8, CMSPPD"	agrin	agrin|agrin proteoglycan	1p36.33	1	NC_000001.11	1020120	1056116	plus	42	103320
9606	Homo sapiens	23347	0	live	SMCHD1	"BAMS, FSHD2"	structural maintenance of chromosomes flexible hinge domain containing 1	structural maintenance of chromosomes flexible hinge domain-containing protein 1|SMC hinge domain-containing protein 1	18p11.32	18	NC_000018.10	2655726	2805017	plus	51	614982
9606	Homo sapiens	7138	0	live	TNNT1	"ANM, NEM5, STNT, TNT, TNTS"	"troponin T1, slow skeletal type"	"troponin T, slow skeletal muscle|slow skeletal muscle troponin T|troponin T type 1 (skeletal, slow)|troponin-T1, skeletal, slow"	19q13.42	19	NC_000019.10	55132698	55149206	minus	15	191041
9606	Homo sapiens	2801	0	live	GOLGA2	"DEDHMB, GM130"	golgin A2	"golgin subfamily A member 2|130 kDa cis-Golgi matrix protein|GM130 autoantigen|Golgi matrix protein GM130|SY11 protein|golgi autoantigen, golgin subfamily a, 2|golgin-95"	9q34.11	9	NC_000009.12	128255829	128276007	minus	27	602580
9606	Homo sapiens	8518	0	live	ELP1	"DYS, FD, IKAP, IKBKAP, IKI3, TOT1"	elongator acetyltransferase complex subunit 1	"elongator complex protein 1|IKK complex-associated protein|ikappaB kinase complex-associated protein|inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"	9q31.3	9	NC_000009.12	108867517	108934124	minus	37	603722
9606	Homo sapiens	284119	0	live	CAVIN1	"CAVIN, CGL4, FKSG13, PTRF, cavin-1"	caveolae associated protein 1	caveolae-associated protein 1|RNA polymerase I and transcript release factor|TTF-I interacting peptide 12|congenital generalized lipodystrophy 4|polymerase I and transcript release factor	17q21.2	17	NC_000017.11	42402449	42423256	minus	3	603198
9606	Homo sapiens	203859	0	live	ANO5	"GDD1, LGMD2L, LGMDR12, TMEM16E"	anoctamin 5	anoctamin-5|gnathodiaphyseal dysplasia 1 protein|integral membrane protein GDD1|transmembrane protein 16E	11p14.3	11	NC_000011.10	22192473	22283357	plus	23	608662
7227	Drosophila melanogaster	41666	0	live	sqd	"Dmel_CG16901, BcDNA:GM03761, CG16901, CG17791, CR33328, Dmel\CG16901, Dmel_CR33328, HRP40, Hrb87, Hrb87Fb, Hrp40, RRM3, Rbp3, SQD, Sqd, Squid, fs(3)00048, hnRNP 1, hnRNP A, hrp40, l(3)EP3631, l(3)j4B4, l(3)j6E3, l(3)j8E7, rrm3"	squid	squid|CG16901-PA|CG16901-PB|CG16901-PC|CG16901-PD|CG16901-PE|RNA-binding protein 3|heterogeneous-nuclear-ribonucleoprotein-87Fb|lethal (3) j4B4|sqd-PA|sqd-PB|sqd-PC|sqd-PD|sqd-PE	3-54 cM	3R	NT_033777.3	13634862	13646304	minus	9	
9606	Homo sapiens	4593	0	live	MUSK	"CMS9, FADS, FADS1"	muscle associated receptor tyrosine kinase	"muscle, skeletal receptor tyrosine-protein kinase|muscle, skeletal, receptor tyrosine kinase|muscle-specific kinase receptor|muscle-specific tyrosine-protein kinase receptor"	9q31.3	9	NC_000009.12	110668791	110806558	plus	17	601296
10090	Mus musculus	22368	0	live	Trpv2	"GRC, OTRPC2, VRL-1, Vrl1"	"transient receptor potential cation channel, subfamily V, member 2"	transient receptor potential cation channel subfamily V member 2|growth factor regulated channel|growth factor-regulated calcium channel|osm-9-like TRP channel 2|vanilloid receptor-like protein 1	11 38.48 cM	11	NC_000077.7	62465312	62491131	plus	18	
9606	Homo sapiens	9774	0	live	BCLAF1	"BTF, bK211L9.1"	BCL2 associated transcription factor 1	bcl-2-associated transcription factor 1|BCLAF1 and THRAP3 family member 1	6q23.3	6	NC_000006.12	136256627	136289846	minus	18	612588
9606	Homo sapiens	11128	0	live	POLR3A	"ADDH, C160, HLD7, RPC1, RPC155, WDRTS, hRPC155"	RNA polymerase III subunit A	"DNA-directed RNA polymerase III subunit RPC1|DNA-directed RNA polymerase III largest subunit|DNA-directed RNA polymerase III subunit A|RNA polymerase III 155 kDa subunit|RNA polymerase III subunit C1|RNA polymerase III subunit C160|RNA polymerase III subunit RPC155-D|polymerase (RNA) III (DNA directed) polypeptide A, 155kDa|polymerase (RNA) III subunit A"	10q22.3	10	NC_000010.11	77975149	78029515	minus	31	614258
10090	Mus musculus	12323	0	live	Camk2b	CaMKII	"calcium/calmodulin-dependent protein kinase II, beta"	calcium/calmodulin-dependent protein kinase type II subunit beta|CaMK II|caM kinase II subunit beta|caMK-II subunit beta	11 3.89 cM	11	NC_000077.7	5919642	6016401	minus	27	
9606	Homo sapiens	311	0	live	ANXA11	"ALS23, ANX11, CAP-50, CAP50, IBMWMA"	annexin A11	annexin A11|56 kDa autoantigen|annexin XI|annexin-11|calcyclin-associated annexin 50|epididymis secretory sperm binding protein	10q22.3	10	NC_000010.11	80150889	80205808	minus	21	602572
10090	Mus musculus	387202	0	live	Mir206	"Mirn206, mmu-mir-206"	microRNA 206	miR-206	1 6.41 cM	1	NC_000067.7	20749234	20749306	plus	1	
10090	Mus musculus	16795	0	live	Large1	"BPFD#36, Gyltl1a, Large, Mbp-1, Mbp1, enr, fg, froggy, myd"	LARGE xylosyl- and glucuronyltransferase 1	xylosyl- and glucuronyltransferase LARGE1|acetylglucosaminyltransferase-like 1A|glycosyltransferase-like protein LARGE1|like-glycosyltransferase|myodystrophy	8 35.08 cM	8	NC_000074.7	73541227	74080164	minus	18	
9606	Homo sapiens	23095	0	live	KIF1B	"CMT2, CMT2A, CMT2A1, HMSNII, KLP, NBLST1"	kinesin family member 1B	kinesin-like protein KIF1B|Charcot-Marie-Tooth neuropathy type II|kinesin superfamily protein KIF1B	1p36.22	1	NC_000001.11	10210570	10381603	plus	52	605995
9606	Homo sapiens	9516	0	live	LITAF	"PIG7, SIMPLE, TP53I7"	lipopolysaccharide induced TNF factor	lipopolysaccharide-induced tumor necrosis factor-alpha factor|LPS-induced TNF-alpha factor|lipopolysaccharide-induced TNF-alpha factor|p53-induced gene 7 protein|small integral membrane protein of lysosome/late endosome|tumor protein p53 inducible protein 7	16p13.13	16	NC_000016.10	11547722	11640317	minus	13	603795
9606	Homo sapiens	10269	0	live	ZMPSTE24	"FACE-1, FACE1, HGPS, PRO1, RSDM1, STE24, Ste24p"	zinc metallopeptidase STE24	CAAX prenyl protease 1 homolog|farnesylated proteins-converting enzyme 1|prenyl protein-specific endoprotease 1|zinc metallopeptidase STE24 homolog|zinc metalloproteinase Ste24 homolog	1p34.2	1	NC_000001.11	40258236	40294180	plus	12	606480
9606	Homo sapiens	3679	0	live	ITGA7		integrin subunit alpha 7	integrin alpha-7|integrin alpha 7 chain	12q13.2	12	NC_000012.12	55684568	55716400	minus	33	600536
10116	Rattus norvegicus	60374	0	live	Lmna		lamin A/C	prelamin-A/C|lamin A|lamin C2	2q34	2	NC_086020.1	176237564	176265301	minus	14	
10090	Mus musculus	12335	0	live	Capn3	"Capa-3, Capa3, Lp82, p94"	calpain 3	calpain-3|CANP 3|calcium-activated neutral proteinase 3|calpain L3|calpain p94|muscle-specific calcium-activated neutral protease 3|skeletal muscle specific calpain p94	2 60.31 cM	2	NC_000068.8	120294074	120335400	plus	25	
9606	Homo sapiens	8565	0	live	YARS1	"CMTDIC, IMNEPD2, TYRRS, YARS, YRS, YTS"	tyrosyl-tRNA synthetase 1	"tyrosine--tRNA ligase, cytoplasmic|tyrosine tRNA ligase 1, cytoplasmic|tyrosyl--tRNA ligase|tyrosyl-tRNA synthetase, cytoplasmic"	1p35.1	1	NC_000001.11	32775239	32817358	minus	13	603623
10116	Rattus norvegicus	114489	0	live	Dag1		dystroglycan 1	dystroglycan 1|alpha-dystroglycan|beta-dystroglycan|dystroglycan 1 (dystrophin-associated glycoprotein 1)	8q32	8	NC_086026.1	117769517	117834347	minus	5	
10090	Mus musculus	225326	0	live	Pik3c3	"5330434F23Rik, Vps34"	phosphatidylinositol 3-kinase catalytic subunit type 3	"phosphatidylinositol 3-kinase catalytic subunit type 3|PI3-kinase type 3|PI3K type 3|phosphoinositide-3-kinase, class 3|ptdIns-3-kinase type 3"	18 17.41 cM	18	NC_000084.7	30390441	30481179	plus	27	
9606	Homo sapiens	1134	0	live	CHRNA1	"ACHRA, ACHRD, CHRNA, CMS1A, CMS1B, CMS2A, FCCMS, SCCMS"	cholinergic receptor nicotinic alpha 1 subunit	"acetylcholine receptor subunit alpha|acetylcholine receptor, nicotinic, alpha 1 (muscle)|cholinergic receptor, nicotinic alpha 1|cholinergic receptor, nicotinic, alpha 1 (muscle)|cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)|muscle nicotinic acetylcholine receptor|nicotinic acetylcholine receptor alpha subunit|nicotinic cholinergic receptor alpha 1"	2q31.1	2	NC_000002.12	174747592	174764472	minus	10	100690
10116	Rattus norvegicus	246240	0	live	Ripk3	"Hcyp2, Rip3"	receptor-interacting serine-threonine kinase 3	receptor-interacting serine/threonine-protein kinase 3|RIP-3|RIP-like protein kinase 3|homocysteine respondent protein HCYP2|receptor-interacting protein 3	15p13	15	NC_086033.1	33253071	33262025	minus	13	
7227	Drosophila melanogaster	31738	0	live	Smox	"Dmel_CG2262, CG2262, DSMAD2, DSmad2, Dmel\CG2262, SMAD2, SMOX, Sad, Smad, Smad2, Smad2/3, SmoX, dSMAD2, dSmad, dSmad2, dsmad2, l(1)G0348, sad, smad2, smox, ted, tmp"	Smad on X	smad on X|CG2262-PA|CG2262-PB|Smox-PA|Smox-PB|Smox/dSmad2|sisters against dpp|temporarily deranged	1-22 cM	X	NC_004354.4	8137041	8142279	minus	2	
9606	Homo sapiens	1908	0	live	EDN3	"ET-3, ET3, HSCR4, PPET3, WS4B"	endothelin 3	endothelin-3|preproendothelin-3	20q13.32	20	NC_000020.11	59300611	59325992	plus	6	131242
10090	Mus musculus	18032	0	live	Nfix	"CTF, NF-I/X, NF1-X, NFI-X"	nuclear factor I/X	nuclear factor 1 X-type|CCAAT-box-binding transcription factor|TGGCA-binding protein|nuclear factor 1/X	8 41.02 cM	8	NC_000074.7	85431341	85527086	minus	18	
9606	Homo sapiens	91746	0	live	YTHDC1	"YT521, YT521-B"	YTH N6-methyladenosine RNA binding protein C1	YTH domain-containing protein 1|YTH domain containing 1|putative splicing factor YT521|splicing factor YT521|splicing factor YT521-B	4q13.2	4	NC_000004.12	68310387	68350090	minus	17	617283
10090	Mus musculus	18810	0	live	Plec	"EBS1, PCN, PLTN1, Plec"	plectin	plectin|plectin-1|plectin-6	15 35.48 cM	15	NC_000081.7	76055174	76115578	minus	44	
